Store ID,Store Name,Division,Urbanicity,lag_1,lag_4,lag_13,lag_52,Urbanicity_enc,CYE Total Households,CYE Household Density HH SqMi,CYE Median Household Income,CYE Total Housing Units,CYE Total Population,income_affluent,housing_old_share,housing_new_share,Sister Store Count in TradeArea,total_competitor_ta,Wallflowers Depot Count in TradeArea
S01322,"Bearshire, IN",NORTH,Small Town,461708.0689,414925.1438,560774.7282,456265.7707,6,204640,403,97591,220111,508742,22.35,30.150000000000002,23.59,3,40,6
S01323,"Copperdale, VA",NORTH,Large Town,1024705.867,874944.0523,1084948.263,954306.5473,1,266672,759,93740,284132,618249,22.05,39.849999999999994,17.42,6,62,9
S01324,"Wolfjunction, NC",SOUTH,Large Town,967386.2305,849977.1604,905026.699,839458.9724,1,113268,748,88148,119882,285503,20.259999999999998,10.0,43.47,3,22,3
S01325,"Redcove, CA",WEST,Large Town,833999.1145,695727.6736,800576.0032,679720.2014,1,84079,502,111105,87454,267213,29.2,2.7,52.660000000000004,2,23,1
S01326,"Sagecove, LA",SOUTH,Rural,2939492.0,3655724.0,3897116.0,2662708.0,4,96162,45,52853,107805,235115,9.39,27.89,22.11,1,35,9
S01327,"Southcove, CA",WEST,Small Town,1823039.436,1674745.847,2163717.691,1684492.072,6,117006,216,95529,123262,380072,24.17,39.28,12.030000000000001,0,33,3
S01328,"Oakreach, NC",SOUTH,Small Town,461936.0769,496379.4347,513114.6548,437727.812,6,60584,121,63588,69982,171893,8.54,15.6,36.76,1,18,5
S01329,"Shadowhold, CA",WEST,Small Town,129593.4664,131212.4868,136221.872,116128.6519,6,58226,241,77459,60751,178844,16.01,23.439999999999998,24.919999999999998,1,14,3
S01330,"Rivbrook, FL",SOUTH,Rural,236652.8019,234738.5037,220534.9166,235550.2989,4,123081,304,68155,135863,327095,11.52,24.5,19.92,3,23,5
S01331,"Highcliff, UT",WEST,Small Town,448501.0093,401407.2878,548532.0191,364356.4559,6,187610,436,103845,195804,640414,24.840000000000003,14.41,37.1,2,61,10
S01332,"Granitebrook, OH",NORTH,Small Town,450671.4036,453182.5525,664474.1728,429174.447,6,23999,48,67883,26442,61932,11.299999999999999,43.260000000000005,17.0,0,5,1
S01333,"Northpoint, OH",NORTH,Small City,163740.2849,156911.0914,192527.3972,153520.7822,5,208037,1505,78443,225248,491325,16.6,45.93,15.059999999999999,2,34,2
S01334,"Eaglecove, NJ",NORTH,Small City,309365.6477,288662.9046,429851.3662,322485.687,5,412076,1803,107934,433268,1150959,30.549999999999997,56.35,11.030000000000001,3,65,8
S01335,"Greenmere, TX",WEST,Rural,678934.7022,723641.423,917163.25,634124.4549,4,246889,150,85013,270210,618731,19.419999999999998,26.3,28.29,4,72,13
S01336,"Eastmere, AZ",WEST,Small Town,656631.3407,530942.423,615149.0994,625535.6174,6,326881,423,63642,356609,784674,10.690000000000001,25.700000000000003,19.21,3,82,17
S01337,"Stonefall, LA",SOUTH,Large Town,557054.1464,652660.7598,725965.5746,680352.8572,1,229917,437,75414,257073,568912,17.4,22.43,30.07,3,76,19
S01338,"Whitemont, AR",WEST,Rural,753372.6004,997545.8316,758829.8778,741512.5095,4,62461,104,54292,69135,153320,7.58,29.83,19.21,1,25,7
S01339,"Blackstrand, MN",WEST,Rural,622590.8956,604805.6693,694451.1475,654040.7904,4,38558,29,75855,41398,98665,14.61,45.080000000000005,16.759999999999998,0,19,3
S01340,"Golddale, VA",NORTH,Small Town,1468515.824,1294354.994,1599347.96,1417004.291,6,26959,79,49921,31156,60812,6.38,45.45,7.8,0,6,1
S01341,"Lakeport, NJ",NORTH,Small Town,631441.6724,656084.8157,709433.6199,480739.7662,6,124959,558,104170,134339,339114,27.490000000000002,58.01,12.45,0,21,3
S01342,"Westview, TN",SOUTH,Rural,1097556.479,1115153.372,1334913.752,1200691.409,4,52590,52,60089,58394,132609,8.39,28.19,18.9,1,16,4
S01343,"Mooncourt, TX",SOUTH,Small City,447658.2231,436052.0419,506178.2947,498226.369,5,306597,1077,109441,324593,759097,27.97,3.14,43.5,3,52,7
S01344,"Ashtown, AZ",WEST,Rural,1232561.143,1198081.087,1494056.179,1203460.618,4,72715,38,70937,82842,163255,12.400000000000002,9.18,33.99,0,22,3
S01345,"Vanside, KS",WEST,Large Town,272603.6255,264108.3067,347436.5992,266782.0607,1,143357,644,67522,159048,329739,12.379999999999999,58.95,12.190000000000001,2,35,7
S01346,"Frostcove, IN",NORTH,Small Town,455655.6614,515126.1762,616214.5114,439957.5136,6,59873,56,69588,64957,149390,12.5,38.25,19.97,0,20,4
S01347,"Highdor, OK",WEST,Large Town,1875208.284,2052475.272,2090645.75,1847121.507,1,95348,431,75379,101463,252320,12.75,15.55,26.490000000000002,0,23,9
S01348,"Pinecourt, NJ",NORTH,Metropolis,164408.25,141507.75,222640.5,101926.5,2,1910759,9983,90050,2074226,4412672,27.18,66.9,12.280000000000001,3,161,6
S01349,"Oakcross, MN",WEST,Small Town,344270.2198,330480.922,474551.5961,309576.2533,6,340665,632,116800,355819,839676,31.57,29.82,18.98,0,90,6
S01350,"Whitecross, MO",WEST,Rural,1537934.462,1735920.239,1937399.241,1520281.392,4,36486,62,80125,39391,91846,15.73,27.15,23.720000000000002,0,18,2
S01351,"Mooncross, MI",NORTH,Small City,2579959.562,2065125.56,1833342.477,1352895.613,5,211005,1889,75228,231120,493562,16.04,70.83,5.58,2,36,3
S01352,"Sagebend, OH",NORTH,Large Town,200624.9057,191343.5915,223504.4536,176816.2952,1,132210,1059,123271,139606,313220,31.62,21.64,25.08,1,29,3
S01353,"Wolfcamp, UT",WEST,Remote,600504.3549,546449.084,575629.3065,461230.513,3,14568,6,79165,16552,43884,13.19,15.64,37.61,0,14,1
S01354,"Brightside, FL",SOUTH,Large Town,252316.4326,213896.0909,249534.8403,264973.8107,1,175312,778,72275,199417,490900,12.8,6.01,37.96,2,43,11
S01355,"Northreach, TX",SOUTH,Small City,593249.288,622216.9201,687327.9503,559602.2166,5,167114,1350,85216,176241,473913,19.669999999999998,3.83,33.42,1,25,4
S01356,"Wingrove, NY",NORTH,Rural,193458.3515,205393.2226,297427.5855,194391.6761,4,13168,24,60986,16507,36745,10.350000000000001,58.209999999999994,10.45,0,7,1
S01357,"Frostbay, IN",NORTH,Small Town,445606.6612,359279.1542,538715.5291,452476.6673,6,59050,219,67138,63084,155969,10.95,43.0,14.58,0,16,4
S01358,"Mapletown, SC",SOUTH,Large Town,1255565.57,1185584.205,1524633.763,1201527.159,1,161495,705,75491,175634,390839,14.209999999999999,18.380000000000003,33.5,4,49,9
S01359,"Shadowstrand, TX",SOUTH,Large Town,897748.3885,999289.9853,1138913.02,820841.3243,1,118277,954,111686,124864,342778,30.11,4.76,33.57,1,26,4
S01360,"Lowtown, MS",SOUTH,Small Town,351586.8375,397301.8812,400716.8302,322907.0626,6,55400,37,48770,62361,139100,7.18,26.97,22.39,1,13,1
S01361,"Highplains, RI",NORTH,Large Town,383180.6167,373961.5613,574506.8957,376117.7309,1,190728,1557,76597,203351,476456,15.89,68.8,5.74,1,20,1
S01362,"Starfield, AR",SOUTH,Remote,272913.8087,253526.1794,329076.3457,306346.1948,3,20067,22,50377,23735,48420,9.2,39.18,10.26,0,5,2
S01363,"Rivertown, DC",NORTH,Large City,2097238.673,1759846.215,2179940.371,2003750.396,0,755569,2719,107844,824149,1738937,31.990000000000002,53.879999999999995,18.04,2,73,3
S01364,"Granitegrove, ME",NORTH,Rural,322057.2756,372371.4008,463844.8693,348848.9436,4,25616,44,75825,33751,57644,15.200000000000001,41.43,17.78,0,15,1
S01365,"Cedarcove, LA",SOUTH,Rural,634409.735,710578.3049,697291.2885,614586.6695,4,73651,38,51770,83454,179601,8.92,29.439999999999998,20.65,0,26,10
S01366,"Brightrock, GA",SOUTH,Small Town,246258.0287,269347.4321,257358.7977,286940.4097,6,133532,473,78059,142763,355195,15.27,10.76,29.650000000000002,0,27,6
S01367,"Lakejunction, KY",NORTH,Small Town,496373.3242,533324.8354,619074.8368,446522.5176,6,48196,109,61261,54000,115571,9.43,47.830000000000005,11.16,1,17,3
S01368,"Lowview, NC",SOUTH,Large Town,358962.003,365285.9995,402941.9718,356140.2838,1,67087,216,65181,72428,165003,10.18,29.349999999999998,25.259999999999998,1,10,2
S01369,"Vanview, LA",SOUTH,Small Town,1190184.612,1117443.703,1471798.888,1248179.044,6,113010,222,54255,127642,259429,9.55,40.04,16.22,2,28,7
S01370,"Southpoint, LA",SOUTH,Small Town,182959.6849,194415.1421,201659.1684,190116.273,6,56155,41,65933,63338,140738,12.3,33.59,22.4,1,19,5
S01371,"Lakegrove, TN",SOUTH,Large Town,836419.4914,859294.5283,949659.5922,849664.4751,1,116503,921,92363,123148,293266,19.86,18.83,26.36,0,21,4
S01372,"Copperdor, FL",SOUTH,Small Town,345953.795,399806.491,374689.7655,416944.169,6,75862,426,94208,84558,174633,23.41,22.740000000000002,27.49,0,25,4
S01373,"Cedarcliff, PA",NORTH,Small Town,360948.7542,302691.462,470624.4043,354823.631,6,43284,96,61849,50570,106265,9.280000000000001,70.59,5.92,0,12,1
S01374,"Coppercliff, AZ",WEST,Large Town,512334.1986,492035.3128,490521.715,472753.2662,1,123787,684,122687,132873,388896,33.69,0.98,78.28,0,33,5
S01375,"Vanbrook, IN",NORTH,Large Town,1717099.191,1362827.984,1755838.083,1406568.789,1,138042,1368,74218,155351,306703,16.25,60.0,8.91,1,22,3
S01376,"Starisle, SC",SOUTH,Small Town,697145.2308,696234.7313,750787.9074,733215.7216,6,102402,408,80649,109822,256618,16.38,21.880000000000003,28.42,0,26,5
S01377,"Granitemesa, IN",NORTH,Large Town,326381.3273,292599.1283,502623.7557,344427.4809,1,151728,807,69326,168536,364047,13.03,51.25,14.63,1,23,3
S01378,"Highbrook, CA",WEST,Large Town,402926.5446,336312.0109,392471.5713,336744.1097,1,303555,1564,120917,315385,884946,37.33,53.48,7.85,0,41,3
S01379,"Crystalsprings, IL",NORTH,Large Town,696310.4116,609079.5086,660732.189,560473.6098,1,376616,874,117584,393637,1025546,31.99,24.93,22.41,1,90,9
S01380,"Vanharbor, TX",SOUTH,Small Town,1266616.522,1226788.271,1306675.782,1225773.304,6,104005,73,69390,118452,277888,15.45,13.27,34.97,1,24,5
S01381,"Westrock, WA",WEST,Large Town,898946.1846,839209.0298,985953.1988,896782.3696,1,124945,838,101564,130085,345421,24.21,17.740000000000002,32.03,0,21,3
S01382,"Eastridge, IL",NORTH,Metropolis,120319.0,80060.5,120367.75,84571.25,2,871011,7239,86062,956030,1950037,24.61,65.8,14.89,1,95,2
S01383,"Moonrun, PA",NORTH,Large Town,396434.2674,372507.899,578854.7516,371330.7613,1,99663,710,117235,105871,248797,32.84,40.330000000000005,19.740000000000002,0,27,2
S01384,"Graybend, CA",WEST,Large Town,4718154.788,4167658.794,4277180.921,4299254.756,1,206612,892,82554,216416,605383,19.3,32.94,19.98,1,50,8
S01385,"Oakgard, KY",SOUTH,Rural,118162.5,159557.0,179598.25,142575.5,4,36899,39,56904,40361,92156,7.08,30.04,22.709999999999997,1,10,2
S01386,"Silverrock, TX",SOUTH,Large Town,250402.3966,246921.1183,275054.2935,246911.486,1,71658,375,52353,79020,232059,7.1,13.33,34.68,0,12,3
S01387,"Morplains, AZ",WEST,Large Town,2542995.768,2248188.659,2404142.977,2363126.961,1,357640,821,98826,406639,955892,22.35,6.47,33.45,2,79,16
S01388,"Bluecove, NY",NORTH,Large Town,2595157.244,2204610.806,3287091.167,2238989.826,1,169848,408,79011,182851,402466,16.740000000000002,62.57000000000001,7.8,3,44,3
S01389,"Bluereach, TX",WEST,Small City,1169775.657,1227331.326,1446946.713,1153236.403,5,357321,1480,139923,379531,945738,39.95,1.75,46.85,4,55,17
S01390,"Southcrest, TX",SOUTH,Large Town,1068808.715,1059970.65,1299362.149,1051425.462,1,107605,118,66254,120999,275419,14.31,31.87,23.3,0,23,4
S01391,"Beardor, AL",SOUTH,Rural,896340.6668,861430.0852,999065.4869,896323.5136,4,76988,173,75651,84736,192260,13.940000000000001,22.04,25.88,1,24,5
S01392,"Bearcove, CA",WEST,Large Town,897387.5545,755307.1526,994416.3505,920917.0179,1,97194,1681,94427,100206,301731,24.259999999999998,46.72,10.68,0,13,4
S01393,"Galplains, NC",SOUTH,Large Town,251231.9009,214522.5145,268139.1794,222476.7606,1,268618,633,107482,286753,645277,29.470000000000002,14.940000000000001,36.2,4,41,8
S01394,"Stormmere, MD",NORTH,Small Town,184285.0,183761.5,204534.5,156421.75,6,87616,205,115684,92231,237275,32.53,21.28,26.159999999999997,1,16,2
S01395,"Ironhollow, GA",SOUTH,Large Town,113820.0,129357.5,139276.25,126870.0,1,158791,729,87490,165117,483931,18.31,3.78,31.589999999999996,2,37,9
S01396,"Sunfield, AL",SOUTH,Rural,657647.3618,669088.2304,740591.571,568325.8812,4,65293,51,58559,74735,162261,8.32,30.53,18.0,1,19,4
S01397,"Galdale, NC",SOUTH,Rural,360675.4491,374863.7248,469057.9,357803.7517,4,28885,41,57749,44402,65342,9.07,22.0,21.240000000000002,1,16,3
S01398,"Stormvalley, SC",SOUTH,Rural,1499420.101,1496175.16,1577427.414,1585678.718,4,43500,61,71314,47914,108476,13.16,13.15,35.0,0,8,1
S01399,"Bluedale, MA",NORTH,Large Town,392583.3083,386177.2561,514246.1662,356571.9744,1,288423,1890,132107,304803,695958,41.760000000000005,64.13,12.09,1,48,1
S01400,"Greengard, PA",NORTH,Small Town,225345.9187,195444.8713,318039.1657,226749.4373,6,96863,186,61994,106024,230490,10.58,56.71,10.55,1,29,5
S01401,"Bluerock, SC",SOUTH,Large Town,632959.7943,605113.6075,860146.6934,705893.8831,1,81237,466,110543,96801,186839,32.56,26.67,34.07,1,22,2
S01402,"Vanbend, MO",WEST,Rural,890065.5068,1088273.945,1108041.343,875861.31,4,63737,127,80013,67462,163934,14.41,24.509999999999998,23.259999999999998,1,17,3
S01403,"Shadowsprings, TX",WEST,Large Town,444979.8128,502899.3762,546882.78,421467.8366,1,112037,762,140797,118760,329404,41.12,1.87,65.77,0,21,5
S01404,"Brightridge, TX",WEST,Large Town,663965.5873,585609.2287,743735.094,677698.8274,1,171649,987,65688,182543,488588,11.190000000000001,34.34,21.66,0,29,9
S01405,"Frostbend, KY",SOUTH,Small Town,1706994.362,2061038.142,2272489.29,1997020.056,6,64651,54,66404,70241,161588,11.330000000000002,23.270000000000003,25.599999999999998,0,19,3
S01406,"Goldhaven, AL",SOUTH,Small Town,758081.4079,735492.982,844826.7559,760568.3608,6,100003,261,72567,112802,243399,14.02,43.05,21.81,1,18,4
S01407,"Sunsprings, CA",WEST,Small Town,1550450.925,1508747.21,1788744.622,1724275.053,6,59079,110,69543,62000,175331,13.98,30.699999999999996,23.64,0,15,2
S01408,"Mapleisle, NY",NORTH,Small City,991564.4518,803556.6531,1205977.056,959206.4481,5,100874,1519,128666,104757,313966,40.06,68.05,5.949999999999999,0,20,0
S01409,"Reddor, NY",NORTH,Small Town,273702.4799,267197.852,362074.5372,252653.7651,6,100498,283,82914,107012,235759,16.32,53.050000000000004,10.53,1,28,3
S01410,"Graybrook, PA",NORTH,Small Town,173265.0129,171980.0811,246503.4601,179306.4725,6,125241,316,62296,140338,297229,10.62,64.98,7.13,1,30,3
S01411,"Galreach, TN",SOUTH,Large Town,249276.0414,291764.0088,259126.7653,223417.057,1,210998,725,89287,229656,520973,19.73,31.310000000000002,17.990000000000002,4,46,6
S01412,"Westdor, NY",NORTH,Large Town,863984.9676,857581.8059,1092815.628,783414.1908,1,303825,502,82860,322389,707073,18.04,58.120000000000005,9.74,3,64,8
S01413,"Suncliff, KY",SOUTH,Rural,568757.6526,728827.521,879025.3262,622026.9445,4,22431,24,40973,25741,55072,4.08,28.43,19.490000000000002,0,10,2
S01414,"Cedarwatch, CA",WEST,Large Town,575379.4862,465897.2142,534161.6917,496587.2057,1,145936,513,96199,154660,451213,24.79,40.59,14.85,1,33,5
S01415,"Foxmere, TN",SOUTH,Small Town,397609.7208,417679.6215,460954.7673,415480.4437,6,94281,173,116235,99876,247839,32.43,12.68,41.43,1,24,3
S01416,"Winshire, ME",NORTH,Small Town,509516.135,555308.3942,711575.3464,491951.9925,6,51700,90,85899,59347,123062,18.64,39.83,17.74,0,17,1
S01417,"Galhold, FL",SOUTH,Small Town,392214.2483,360115.6434,388023.3816,385024.6967,6,51575,70,55125,66655,122516,7.91,15.65,18.34,0,13,2
S01418,"Sunplains, TX",SOUTH,Small Town,290419.1526,314398.4781,319233.7216,258024.0197,6,209757,272,112018,227983,561626,31.450000000000003,3.7299999999999995,45.760000000000005,1,47,7
S01419,"Redplains, WV",NORTH,Small Town,1059393.582,1076364.69,1365990.862,1064802.975,6,61987,65,60355,68767,142313,9.77,47.45,12.14,2,18,3
S01420,"Bluecamp, MA",NORTH,Small Town,472572.7167,374694.148,593601.5292,404104.9281,6,55058,271,95991,57702,144708,25.159999999999997,43.33,14.88,1,17,2
S01421,"Crystalbrook, CA",WEST,Rural,243080.0,187943.75,209985.75,179446.75,4,25074,25,86956,29231,63385,20.0,22.18,19.89,0,9,1
S01422,"Morrock, AZ",WEST,Large Town,737783.0128,729560.2104,973985.4433,806023.8495,1,179333,965,102868,190838,463863,24.53,4.81,30.45,2,32,6
S01423,"Eastpoint, TX",SOUTH,Large Town,1200997.216,1317246.322,1423861.568,1159281.1,1,194742,491,127707,207342,499784,36.48,2.82,45.33,1,38,3
S01424,"Granitefield, ID",WEST,Large Town,748085.9583,811526.7107,914585.4758,769283.4876,1,184629,273,96721,194172,463748,22.310000000000002,14.84,31.980000000000004,2,40,6
S01425,"Coppergrove, MI",NORTH,Rural,790097.0765,865954.2669,1105387.915,898232.7837,4,50224,26,63755,65453,127506,9.11,30.16,16.79,0,22,1
S01426,"Moonstrand, AZ",WEST,Small City,683845.4297,678466.9145,792901.9023,682602.8586,5,277921,524,64965,304395,645131,12.27,28.83,15.18,1,64,13
S01427,"Lowhollow, AR",WEST,Small Town,201744.5,230616.75,240117.5,197679.0,6,91408,61,55820,100957,225840,7.890000000000001,26.97,21.479999999999997,1,34,9
S01428,"Whiteplains, GA",SOUTH,Rural,734894.1026,687122.4906,759535.5283,736499.923,4,39161,28,58718,43933,95575,10.58,27.36,23.049999999999997,0,16,2
S01429,"Stormcross, CO",WEST,Small City,116196.177,108373.4773,149314.7517,115265.4219,5,352569,1821,110854,374782,783735,29.96,36.18,16.9,2,61,5
S01430,"Wolfside, AL",SOUTH,Rural,253843.3154,255488.4908,266235.5902,195653.4284,4,32006,17,49805,36915,76362,7.779999999999999,28.269999999999996,20.57,0,10,2
S01431,"Bearplains, FL",SOUTH,Small Town,1233608.736,1111766.17,1288936.629,1367325.616,6,71537,375,64124,85532,162682,11.54,27.29,14.98,0,18,3
S01432,"Goldisle, LA",SOUTH,Rural,706018.6956,806809.4131,814082.6625,807334.5809,4,55219,61,50838,61521,135646,7.35,29.05,22.990000000000002,1,15,4
S01433,"Sunbrook, MS",SOUTH,Large Town,198798.2129,181770.7861,188238.5197,191462.3356,1,158231,262,73042,176627,386991,14.759999999999998,28.25,22.29,3,56,9
S01434,"Ashbrook, CA",WEST,Large Town,788955.0477,711700.9662,749156.7681,787911.9596,1,279422,781,109395,289354,741480,28.82,19.619999999999997,22.919999999999998,3,56,13
S01435,"Ironmesa, MS",SOUTH,Rural,455503.3934,487017.9939,495019.9111,438642.2604,4,56620,28,51452,66345,135871,8.57,26.759999999999998,23.28,1,20,5
S01436,"Redcliff, NM",WEST,Rural,169029.4185,155762.2425,165605.1193,138745.4747,4,24443,14,69764,27096,69903,12.219999999999999,38.98,19.04,0,8,1
S01437,"Wolfsprings, NH",NORTH,Small Town,775488.534,747485.2428,1120798.972,826826.7078,6,36514,68,81922,50548,85722,18.17,38.980000000000004,17.490000000000002,1,19,2
S01438,"Starbrook, AZ",WEST,Large Town,908262.0415,1019689.71,1119384.478,964647.6113,1,205372,479,84242,221573,663122,17.03,9.280000000000001,47.21,1,38,7
S01439,"Whitemere, NJ",NORTH,Large Town,357498.3354,293292.209,501360.5161,352258.685,1,59845,969,131889,62992,158322,39.55,50.25,10.530000000000001,0,8,0
S01440,"Crystalgate, FL",SOUTH,Large Town,452845.3954,472650.0295,508121.1011,452661.1264,1,60012,571,74098,64266,155494,12.100000000000001,9.84,26.54,1,13,3
S01441,"Silversprings, CO",WEST,Small Town,702685.7976,715188.642,805868.7981,601177.2946,6,151081,333,110564,158247,372121,31.16,16.049999999999997,30.450000000000003,1,33,3
S01442,"Blackreach, GA",SOUTH,Large Town,3691534.67,2282585.955,1203251.006,1403627.03,1,102830,496,112691,108039,284765,28.69,5.93,37.15,1,27,4
S01443,"Maplemesa, NC",SOUTH,Large Town,515742.635,472507.3755,515518.3497,466550.8653,1,162132,541,96224,174769,381637,26.46,20.450000000000003,29.08,2,27,3
S01444,"Riverplains, NV",WEST,Small City,172401.8062,147758.6766,162446.6061,159123.9006,5,831323,792,78534,900261,2170538,16.19,7.98,35.62,12,127,27
S01445,"Pinegate, MD",NORTH,Rural,3783876.0,3477976.0,4609888.0,3325488.0,4,46657,68,83297,53274,112586,20.86,32.120000000000005,23.29,0,23,3
S01446,"Lowplains, MS",SOUTH,Small Town,891292.8022,984201.511,1105055.544,981530.2404,6,66917,42,62075,75386,168292,8.95,25.48,23.97,1,24,7
S01447,"Brightwood, OK",WEST,Large Town,720346.0096,703085.0561,875092.1251,696569.9042,1,252386,682,65306,280800,628157,11.04,43.23,19.08,5,80,20
S01448,"Lowgrove, SD",WEST,Remote,1522331.128,1598668.905,1710421.18,1375257.669,3,28123,10,74505,32644,70285,12.65,39.53,21.91,0,20,1
S01449,"Pinebay, GA",SOUTH,Rural,123881.404,133571.6271,123212.7669,100149.4674,4,26129,23,54434,29221,66918,8.16,29.12,19.83,0,10,2
S01450,"Eaglevalley, FL",SOUTH,Rural,500759.454,504980.7805,527860.1601,474904.4856,4,32916,597,71469,35026,91639,9.77,7.49,21.439999999999998,0,6,2
S01451,"Wolfwatch, NC",SOUTH,Rural,303560.1388,299424.6814,338671.1428,312777.5092,4,29023,38,46004,32601,76035,4.5600000000000005,30.200000000000003,14.010000000000002,0,8,2
S01452,"Mapledor, OH",NORTH,Rural,390348.8704,411599.8822,425983.6319,353879.6499,4,21231,43,65179,23081,51822,8.94,59.910000000000004,7.3500000000000005,0,7,1
S01453,"Sagewatch, NC",SOUTH,Remote,2811025.678,3170936.391,4097806.743,3378048.86,3,44754,33,59073,63911,103301,10.06,15.09,30.93,0,18,3
S01454,"Goldcliff, LA",SOUTH,Small Town,643704.3753,652860.9526,757415.8222,611186.4865,6,135127,198,59443,151432,316360,11.06,35.2,20.26,2,37,9
S01455,"Cedarfield, LA",SOUTH,Small Town,105915.5,113491.75,128811.0,120946.5,6,78339,140,65145,85593,196872,11.81,12.91,27.049999999999997,0,25,6
S01456,"Redharbor, OH",NORTH,Large Town,650461.4105,631755.7779,872294.6796,641564.5594,1,103161,705,74928,110682,258741,13.11,32.98,19.009999999999998,1,22,3
S01457,"Eastgate, FL",SOUTH,Small City,384158.4694,357033.8646,406776.9039,430077.6608,5,95430,447,87841,108219,214672,20.369999999999997,21.950000000000003,19.68,1,25,5
S01458,"Maplerun, TX",SOUTH,Small City,1133460.86,1319707.451,1478121.101,971958.0044,5,193513,1079,85474,209820,499822,17.84,7.35,41.29,3,37,12
S01459,"Whitecourt, GA",SOUTH,Large Town,361911.2197,357273.7354,363408.7051,387174.1875,1,183333,725,68397,202856,446571,13.67,32.55,30.08,0,20,5
S01460,"Eastmesa, CA",WEST,Small City,816231.269,766325.2108,933206.9549,751053.1567,5,501333,1865,154594,525782,1424096,50.55,40.19,16.55,2,67,6
S01461,"Vancross, FL",SOUTH,Small City,1693187.354,1577592.149,1967586.142,1908597.0,5,176087,1465,77082,189318,428398,16.97,24.34,21.82,1,32,9
S01462,"Northisle, UT",WEST,Small Town,555641.1003,489052.5318,544784.4831,517484.3548,6,69681,30,87495,82502,199511,18.36,4.220000000000001,42.09,0,23,3
S01463,"Foxmark, PA",NORTH,Small City,587991.7756,530563.1306,626466.0812,544696.7719,5,536581,5841,61039,602100,1242082,14.84,74.75999999999999,7.8500000000000005,2,51,3
S01464,"Ashfall, FL",SOUTH,Large Town,912479.7405,849355.8809,950972.6053,1031049.29,1,208820,650,86676,224088,530952,17.37,20.64,25.93,4,51,12
S01465,"Crystalwood, GA",SOUTH,Small City,497899.5419,506595.9908,560955.6254,585576.304,5,593627,1487,115251,642991,1355626,32.92,22.0,26.58,4,115,11
S01466,"Goldview, MN",WEST,Large Town,144368.9098,140519.9672,196446.9408,105861.8879,1,486279,1045,97190,509180,1145711,24.17,41.910000000000004,17.11,3,97,5
S01467,"Coppertown, SC",SOUTH,Large Town,604638.719,569283.2407,598045.6585,545793.7417,1,144896,400,77377,158597,356430,15.059999999999999,19.93,28.35,3,37,7
S01468,"Silverview, TX",WEST,Large Town,321093.5383,321177.2183,360731.1824,279107.3965,1,63905,32,70109,71635,167138,11.600000000000001,40.42,17.72,1,21,3
S01469,"Eagleport, CO",WEST,Large Town,367101.6329,378025.107,434759.6046,364002.4009,1,75672,222,82286,80614,210057,17.689999999999998,19.04,31.869999999999997,0,21,2
S01470,"Crystaldor, OH",NORTH,Small Town,197351.4329,201788.9296,275966.3592,205370.638,6,60382,43,64109,66061,151653,9.45,45.09,14.57,0,24,4
S01471,"Ironstrand, OH",NORTH,Small Town,523375.6195,498426.3519,589979.0447,488224.6074,6,87567,340,91947,93395,207272,19.0,51.06,13.85,2,23,3
S01472,"Redside, NC",SOUTH,Small Town,448207.8517,443643.7476,485632.7993,454367.8623,6,82485,473,65703,89763,204799,9.66,17.509999999999998,27.439999999999998,2,18,7
S01473,"Eagleview, PA",NORTH,Small Town,631437.1141,622319.1126,806817.2524,574589.8235,6,58119,186,73675,61480,148057,14.309999999999999,48.05,15.09,1,16,2
S01474,"Foxstrand, MI",NORTH,Large Town,400171.1962,441089.8521,547030.4884,452726.3547,1,114759,960,114974,120859,271627,30.43,23.46,14.879999999999999,0,29,2
S01475,"Moondor, VA",NORTH,Small Town,453355.3743,442467.1482,503148.3089,391460.0853,6,89294,92,94768,95172,233193,21.580000000000002,23.69,28.67,3,30,4
S01476,"Mapleheights, MA",NORTH,Large Town,483312.2108,431924.9197,623372.8773,484794.5624,1,327517,2587,113085,348459,797087,34.87,67.96000000000001,10.940000000000001,0,39,0
S01477,"Stormjunction, TX",SOUTH,Large Town,2331544.0,2584476.0,2803408.0,2142512.0,1,139916,700,61205,152334,422743,10.13,32.309999999999995,24.71,1,30,6
S01478,"Stormgrove, MO",WEST,Small City,141436.5773,128352.4101,191856.4941,147196.086,5,286874,1777,78901,327460,615621,17.18,76.02999999999999,7.529999999999999,2,41,3
S01479,"Redheights, FL",SOUTH,Small Town,1035418.897,1061726.629,1040161.354,1049468.117,6,40515,30,61347,45825,104228,9.86,14.67,26.83,1,15,2
S01480,"Clearharbor, MO",WEST,Small Town,525669.3982,587669.2046,728639.4538,569505.5173,6,51983,34,68135,58015,128608,10.43,50.019999999999996,14.21,0,19,2
S01481,"Bluemesa, NM",WEST,Large Town,248546.5946,225310.0997,313161.911,263667.6656,1,175744,1012,63797,189620,410260,10.79,37.67,18.880000000000003,1,33,9
S01482,"Riverwatch, TX",SOUTH,Rural,1811399.48,2143420.03,2019686.017,1801690.611,4,30341,23,55146,40248,75804,8.55,13.24,24.18,0,4,1
S01483,"Silverwood, NC",SOUTH,Small Town,276917.75,244476.0,299050.0,298096.25,6,52972,181,69483,60071,124758,12.84,21.119999999999997,26.300000000000004,1,13,2
