Store ID,Store Name,Division,n_weeks,Actual_Total,Predicted_Total,WAPE_pct,Bias_pct,RMSE,Q1_Bias,Q2_Bias,Q3_Bias,Q4_Bias,abs_bias,target_status,role_of_store
S00460,"Ironside, LA",SOUTH,13,11198672.0,1.1280199e+07,6.96,0.73,74160.0,,,0.2,1.1,0.73,Well-Calibrated,Defend
S01107,"Vandor, MA",NORTH,13,6489875.0,6.442784e+06,5.86,-0.73,38700.0,,,-3.7,1.4,0.73,Well-Calibrated,Neutral
S01564,"Ironmark, PA",NORTH,13,7792636.0,7.735508e+06,4.96,-0.73,44349.0,,,-0.9,-0.6,0.73,Well-Calibrated,Defend
S01100,"Royalharbor, NJ",NORTH,13,5226700.0,5.265085e+06,7.78,0.73,37214.0,,,4.0,-1.4,0.73,Well-Calibrated,Maintain
S00272,"Beargrove, TX",SOUTH,13,7763588.0,7.707332e+06,6.13,-0.72,48240.0,,,-1.3,-0.4,0.72,Well-Calibrated,High Growth
S01185,"Easttown, NC",SOUTH,13,22037204.0,2.1878252e+07,6.51,-0.72,140924.0,,,1.6,-2.2,0.72,Well-Calibrated,Growth
S00246,"Maplebay, NV",WEST,13,2479723.0,2.497493e+06,7.59,0.72,16801.0,,,0.7,0.7,0.72,Well-Calibrated,High Growth
S01264,"Laketown, NY",NORTH,13,19559047.0,1.941727e+07,7.99,-0.72,149024.0,,,0.2,-1.4,0.72,Well-Calibrated,Defend
S00131,"Bearhold, CA",WEST,13,16824762.0,1.670309e+07,7.99,-0.72,128603.0,,,2.8,-3.0,0.72,Well-Calibrated,Growth
S01094,"Starshire, WA",WEST,13,27320466.0,2.7122846e+07,8.37,-0.72,310095.0,,,0.7,-1.7,0.72,Well-Calibrated,Neutral
S00056,"Mapleport, TX",WEST,13,6881293.0,6.929848e+06,7.09,0.71,44148.0,,,-1.8,2.4,0.71,Well-Calibrated,Defend
S01393,"Galplains, NC",SOUTH,13,3421290.0,3.396836e+06,7.56,-0.71,25296.0,,,1.2,-1.9,0.71,Well-Calibrated,High Growth
S01706,"Whitewood, AR",SOUTH,13,27600160.0,2.7795556e+07,4.27,0.71,106505.0,,,3.6,-1.1,0.71,Well-Calibrated,Growth
S00665,"Granitemont, KY",SOUTH,13,5214303.0,5.25117e+06,5.5,0.71,28937.0,,,-0.2,1.4,0.71,Well-Calibrated,High Growth
S00047,"Eastcamp, TX",WEST,13,26686841.0,2.6876758e+07,6.48,0.71,157868.0,,,2.4,-0.4,0.71,Well-Calibrated,High Growth
S01619,"Wolfrun, MD",NORTH,13,9291587.0,9.225214e+06,4.96,-0.71,45234.0,,,0.1,-1.2,0.71,Well-Calibrated,Growth
S00175,"Westcrest, OH",NORTH,13,3893217.0,3.920508e+06,5.97,0.7,25343.0,,,1.8,-0.1,0.7,Well-Calibrated,High Growth
S00425,"Riverkeep, CA",WEST,13,5710866.0,5.670736e+06,9.33,-0.7,46312.0,,,-1.2,-0.4,0.7,Well-Calibrated,Neutral
S01670,"Copperreach, IN",NORTH,13,1724328.0,1.736467e+06,5.86,0.7,10547.0,,,-1.4,2.2,0.7,Well-Calibrated,Maintain
S00298,"Lowwatch, MA",NORTH,12,34069020.0,3.3830764e+07,6.31,-0.7,217499.0,,,-1.3,-0.2,0.7,Well-Calibrated,Maintain
S00331,"Morbend, TX",SOUTH,13,8724104.0,8.663945e+06,4.93,-0.69,39245.0,,,-0.4,-0.9,0.69,Well-Calibrated,High Growth
S01652,"Ironwood, NC",SOUTH,13,4983536.0,4.949043e+06,5.61,-0.69,25243.0,,,-0.3,-0.9,0.69,Well-Calibrated,Neutral
S00552,"Greenbend, NC",SOUTH,13,5296467.0,5.259688e+06,5.44,-0.69,33519.0,,,0.1,-1.2,0.69,Well-Calibrated,High Growth
S01566,"Eaglerun, FL",SOUTH,13,11172830.0,1.1250164e+07,9.66,0.69,107719.0,,,-3.6,3.1,0.69,Well-Calibrated,Growth
S00028,"Brightheights, SC",SOUTH,13,42740420.0,4.244695e+07,6.6,-0.69,292812.0,,,2.2,-2.5,0.69,Well-Calibrated,Growth
S00299,"Lakemesa, PA",NORTH,13,13718139.0,1.362431e+07,6.26,-0.68,79293.0,,,0.3,-1.4,0.68,Well-Calibrated,Defend
S00997,"Oakside, FL",SOUTH,13,4920220.0,4.886788e+06,7.4,-0.68,35709.0,,,-1.4,-0.3,0.68,Well-Calibrated,Growth
S00803,"Frostharbor, CA",WEST,13,7328486.0,7.278704e+06,7.84,-0.68,58883.0,,,1.6,-2.0,0.68,Well-Calibrated,Maintain
S01265,"Oakfall, PA",NORTH,13,39389844.0,3.965735e+07,6.8,0.68,245048.0,,,1.1,0.4,0.68,Well-Calibrated,Defend
S00975,"Shadowwood, TN",SOUTH,13,30594314.0,3.0387436e+07,4.37,-0.68,129666.0,,,-0.4,-0.9,0.68,Well-Calibrated,Neutral
S00085,"Ashplains, MT",WEST,13,9035437.0,8.974322e+06,9.26,-0.68,76558.0,,,0.2,-1.3,0.68,Well-Calibrated,High Growth
S00169,"Galgate, MI",NORTH,13,3561938.0,3.537592e+06,7.83,-0.68,29085.0,,,-2.6,0.7,0.68,Well-Calibrated,Maintain
S00188,"Greencourt, FL",SOUTH,13,10087760.0,1.0018992e+07,6.55,-0.68,61208.0,,,4.3,-3.8,0.68,Well-Calibrated,Neutral
S01134,"Royalview, MS",SOUTH,13,5345813.0,5.382432e+06,4.64,0.68,24653.0,,,-0.1,1.2,0.68,Well-Calibrated,Maintain
S00758,"Frosthollow, PA",NORTH,13,6617991.0,6.662758e+06,5.67,0.68,42209.0,,,-0.4,1.5,0.68,Well-Calibrated,Defend
S00301,"Blackdale, NY",NORTH,13,6831876.0,6.877333e+06,6.61,0.67,44669.0,,,-1.4,2.2,0.67,Well-Calibrated,Maintain
S00540,"Wincove, NC",SOUTH,13,6669350.0,6.62559e+06,6.42,-0.66,39061.0,,,-3.0,1.0,0.66,Well-Calibrated,Maintain
S01721,"Goldtown, PA",NORTH,13,4983610.0,5.016432e+06,3.63,0.66,17272.0,,,1.0,0.4,0.66,Well-Calibrated,Defend
S01573,"Stoneford, KY",SOUTH,13,7444915.0,7.395981e+06,5.98,-0.66,40255.0,,,-0.8,-0.5,0.66,Well-Calibrated,Maintain
S00849,"Greendale, MO",WEST,13,6274872.0,6.233356e+06,7.82,-0.66,49417.0,,,-0.8,-0.5,0.66,Well-Calibrated,High Growth
S00660,"Granitewatch, TN",SOUTH,13,7403611.0,7.452415e+06,6.12,0.66,47502.0,,,-3.6,3.9,0.66,Well-Calibrated,Maintain
S00383,"Irongate, OH",NORTH,13,18311293.0,1.819048e+07,10.11,-0.66,175802.0,,,-1.4,-0.2,0.66,Well-Calibrated,Defend
S01132,"Shadowmere, VA",NORTH,13,14861102.0,1.4763286e+07,5.46,-0.66,80223.0,,,0.7,-1.6,0.66,Well-Calibrated,High Growth
S01039,"Lakecrest, AK",WEST,13,14736873.0,1.4640474e+07,5.62,-0.65,94098.0,,,0.4,-1.4,0.65,Well-Calibrated,High Growth
S01705,"Northwatch, IN",SOUTH,13,4148053.0,4.17498e+06,6.63,0.65,25126.0,,,-1.2,1.9,0.65,Well-Calibrated,Maintain
S01051,"Riverridge, MI",NORTH,13,6407545.0,6.449152e+06,6.97,0.65,43494.0,,,1.4,0.1,0.65,Well-Calibrated,Defend
S01400,"Greengard, PA",NORTH,13,3854404.0,3.82948e+06,5.33,-0.65,18410.0,,,-2.0,0.3,0.65,Well-Calibrated,Defend
S00133,"Lowhaven, CA",WEST,13,4267094.0,4.239442e+06,6.88,-0.65,26645.0,,,-0.4,-0.8,0.65,Well-Calibrated,Defend
S00685,"Frostkeep, KY",NORTH,13,3527867.0,3.550898e+06,9.5,0.65,34441.0,,,-0.1,1.2,0.65,Well-Calibrated,Maintain
S00586,"Foxcamp, MD",NORTH,13,5221565.0,5.187522e+06,6.42,-0.65,34662.0,,,0.8,-1.7,0.65,Well-Calibrated,Maintain
S00690,"Redrock, OH",NORTH,13,10871874.0,1.0942957e+07,3.23,0.65,32177.0,,,1.0,0.4,0.65,Well-Calibrated,Neutral
S00988,"Greenford, WA",WEST,13,8015598.0,8.06749e+06,5.25,0.65,45348.0,,,1.0,0.4,0.65,Well-Calibrated,Neutral
S00107,"Lakedale, NY",NORTH,13,7786030.0,7.836766e+06,6.3,0.65,45602.0,,,0.3,0.9,0.65,Well-Calibrated,Defend
S00350,"Moonhold, KY",SOUTH,13,13922700.0,1.383195e+07,7.54,-0.65,90310.0,,,-1.8,0.1,0.65,Well-Calibrated,High Growth
S01697,"Irongard, MS",SOUTH,13,8789263.0,8.732748e+06,6.18,-0.64,47473.0,,,0.4,-1.3,0.64,Well-Calibrated,Neutral
S00840,"Foxford, MN",WEST,13,11003318.0,1.0933001e+07,7.47,-0.64,76180.0,,,4.3,-3.6,0.64,Well-Calibrated,Growth
S00371,"Blueplains, CA",WEST,13,2494258.0,2.510311e+06,8.36,0.64,20840.0,,,5.0,-1.9,0.64,Well-Calibrated,Maintain
S00914,"Blackharbor, PA",NORTH,13,13023641.0,1.2942e+07,7.34,-0.63,83523.0,,,-3.5,1.5,0.63,Well-Calibrated,Defend
S00008,"Ironfall, FL",SOUTH,13,23984065.0,2.413628e+07,5.67,0.63,122194.0,,,5.3,-2.3,0.63,Well-Calibrated,Neutral
S00725,"Galridge, TX",SOUTH,13,21610468.0,2.1473288e+07,5.63,-0.63,110167.0,,,-2.5,0.6,0.63,Well-Calibrated,High Growth
S00516,"Rivview, WV",NORTH,13,42611228.0,4.2342204e+07,5.35,-0.63,199493.0,,,-1.6,0.1,0.63,Well-Calibrated,Defend
S01302,"Eaglecliff, NC",SOUTH,13,9918395.0,9.980386e+06,7.26,0.63,76477.0,,,1.7,-0.1,0.63,Well-Calibrated,High Growth
S00533,"Eagletown, NY",NORTH,13,4358362.0,4.386034e+06,4.41,0.63,19335.0,,,0.2,1.0,0.63,Well-Calibrated,Defend
S00945,"Graniteport, WV",NORTH,13,41157340.0,4.089783e+07,4.69,-0.63,195503.0,,,-3.4,1.5,0.63,Well-Calibrated,Defend
S00607,"Blueview, GA",SOUTH,13,2448533.0,2.433e+06,5.74,-0.63,12972.0,,,1.1,-1.7,0.63,Well-Calibrated,Neutral
S01033,"Lakerock, NM",WEST,13,24541853.0,2.438791e+07,6.79,-0.63,168844.0,,,1.4,-1.9,0.63,Well-Calibrated,Growth
S00857,"Shadowtown, LA",SOUTH,13,40149457.0,4.040299e+07,4.29,0.63,159265.0,,,1.3,0.2,0.63,Well-Calibrated,Growth
S00813,"Silvertown, GA",SOUTH,13,36343754.0,3.611778e+07,7.16,-0.62,243037.0,,,-2.0,0.2,0.62,Well-Calibrated,Neutral
S01412,"Westdor, NY",NORTH,13,14078979.0,1.399188e+07,7.74,-0.62,106548.0,,,0.9,-1.7,0.62,Well-Calibrated,Defend
S01053,"Redwood, NY",NORTH,13,13397922.0,1.3481328e+07,4.64,0.62,57707.0,,,0.7,0.5,0.62,Well-Calibrated,Defend
S00493,"Blackhollow, NH",NORTH,13,6008843.0,6.045816e+06,7.64,0.62,43127.0,,,0.9,0.4,0.62,Well-Calibrated,Neutral
S00320,"Foxhaven, NC",SOUTH,13,6242941.0,6.204187e+06,6.02,-0.62,41540.0,,,0.2,-1.2,0.62,Well-Calibrated,Maintain
S00424,"Moonford, MD",NORTH,13,5814911.0,5.850856e+06,4.78,0.62,25728.0,,,0.4,0.8,0.62,Well-Calibrated,Maintain
S00916,"Cedarshire, MI",NORTH,13,8474487.0,8.422038e+06,5.97,-0.62,53799.0,,,-2.8,1.0,0.62,Well-Calibrated,Maintain
S01456,"Redharbor, OH",NORTH,13,10412491.0,1.0477531e+07,7.2,0.62,71735.0,,,-1.1,1.9,0.62,Well-Calibrated,Neutral
S01165,"Ashridge, MD",NORTH,13,9517399.0,9.458499e+06,4.59,-0.62,45378.0,,,0.9,-1.6,0.62,Well-Calibrated,Neutral
S00046,"Mapleview, CA",WEST,13,7471488.0,7.424794e+06,9.29,-0.62,80382.0,,,3.6,-3.0,0.62,Well-Calibrated,Neutral
S00149,"Shadowmark, OK",WEST,13,33243505.0,3.3040888e+07,5.64,-0.61,170268.0,,,0.8,-1.5,0.61,Well-Calibrated,Growth
S01003,"Crystalmont, TX",WEST,13,4455663.0,4.482707e+06,4.96,0.61,22314.0,,,1.5,0.0,0.61,Well-Calibrated,Maintain
S01728,"Lowhold, OH",NORTH,13,2843003.0,2.825658e+06,4.11,-0.61,11996.0,,,0.6,-1.5,0.61,Well-Calibrated,Defend
S01410,"Graybrook, PA",NORTH,13,2767599.0,2.784595e+06,6.01,0.61,17255.0,,,-1.9,2.5,0.61,Well-Calibrated,Defend
S00508,"Westfall, UT",WEST,13,6751844.0,6.792343e+06,7.63,0.6,48099.0,,,2.5,-0.8,0.6,Well-Calibrated,Neutral
S00855,"Greenisle, PA",NORTH,13,5748896.0,5.78354e+06,6.77,0.6,37145.0,,,-0.2,1.2,0.6,Well-Calibrated,Maintain
S01533,"Blueisle, PA",NORTH,13,35987232.0,3.62032e+07,5.11,0.6,176808.0,,,1.5,-0.1,0.6,Well-Calibrated,Defend
S00901,"Bearmere, TN",SOUTH,13,42452445.0,4.2705224e+07,8.57,0.6,343742.0,,,1.5,-0.0,0.6,Well-Calibrated,High Growth
S01109,"Whitejunction, MO",WEST,13,6372430.0,6.410857e+06,4.85,0.6,32696.0,,,-0.1,1.1,0.6,Well-Calibrated,Defend
S01568,"Pinedor, MD",NORTH,13,12014975.0,1.1942769e+07,5.96,-0.6,62232.0,,,0.1,-1.1,0.6,Well-Calibrated,Neutral
S00139,"Sunkeep, WI",NORTH,13,3549125.0,3.52801e+06,13.86,-0.59,52289.0,,,2.4,-2.6,0.59,Well-Calibrated,Defend
S00887,"Maplevalley, NH",NORTH,12,16579212.0,1.6676991e+07,6.83,0.59,121081.0,,,-0.1,1.2,0.59,Well-Calibrated,Defend
S00565,"Vancliff, NC",SOUTH,13,28572494.0,2.8741726e+07,5.79,0.59,145549.0,,,2.5,-0.7,0.59,Well-Calibrated,Growth
S00343,"Greencliff, WA",WEST,13,6104613.0,6.140805e+06,7.09,0.59,46117.0,,,-0.4,1.3,0.59,Well-Calibrated,Neutral
S00722,"Windale, TX",WEST,13,5832500.0,5.798044e+06,3.36,-0.59,18349.0,,,0.1,-1.0,0.59,Well-Calibrated,High Growth
S00348,"Granitekeep, NC",SOUTH,13,13569830.0,1.34902e+07,6.6,-0.59,78807.0,,,-1.4,-0.0,0.59,Well-Calibrated,Maintain
S00065,"Whitemark, KY",SOUTH,13,19280467.0,1.9394198e+07,7.11,0.59,132039.0,,,1.0,0.3,0.59,Well-Calibrated,Neutral
S01389,"Bluereach, TX",WEST,13,18341164.0,1.8232426e+07,6.0,-0.59,99784.0,,,-0.8,-0.5,0.59,Well-Calibrated,High Growth
S01457,"Eastgate, FL",SOUTH,13,5329976.0,5.299312e+06,6.42,-0.58,34124.0,,,-2.9,0.9,0.58,Well-Calibrated,Neutral
S01423,"Eastpoint, TX",SOUTH,13,18857057.0,1.874719e+07,4.53,-0.58,79907.0,,,1.1,-1.7,0.58,Well-Calibrated,High Growth
S00917,"Coppergard, NC",SOUTH,13,14786868.0,1.4700525e+07,7.04,-0.58,96760.0,,,-1.4,-0.0,0.58,Well-Calibrated,High Growth
S01505,"Stoneplains, GA",SOUTH,13,14099503.0,1.4181314e+07,6.58,0.58,85869.0,,,2.2,-0.5,0.58,Well-Calibrated,High Growth
S01391,"Beardor, AL",SOUTH,13,13368856.0,1.329179e+07,5.82,-0.58,73845.0,,,-0.1,-0.9,0.58,Well-Calibrated,Growth
S00517,"Brightbay, VA",NORTH,13,22680569.0,2.2549838e+07,6.83,-0.58,154158.0,,,-1.2,-0.2,0.58,Well-Calibrated,Maintain
S00353,"Vanwood, AL",SOUTH,13,2485377.0,2.499516e+06,2.61,0.57,6709.0,,,0.7,0.5,0.57,Well-Calibrated,High Growth
S01376,"Starisle, SC",SOUTH,13,10698522.0,1.0637672e+07,6.2,-0.57,63216.0,,,1.8,-2.1,0.57,Well-Calibrated,Growth
S01665,"Morcrest, FL",SOUTH,13,8713656.0,8.664349e+06,6.82,-0.57,51518.0,,,2.9,-2.8,0.57,Well-Calibrated,High Growth
S00356,"Vanfall, TN",SOUTH,13,8051735.0,8.006188e+06,6.08,-0.57,48696.0,,,-1.1,-0.2,0.57,Well-Calibrated,Growth
S01447,"Brightwood, OK",WEST,13,11127304.0,1.1063727e+07,4.49,-0.57,45307.0,,,0.4,-1.2,0.57,Well-Calibrated,Defend
S01020,"Granitebend, CA",WEST,13,24996454.0,2.485482e+07,5.5,-0.57,140827.0,,,-2.9,0.9,0.57,Well-Calibrated,Maintain
S00411,"Ashdale, MS",SOUTH,13,4073570.0,4.050324e+06,5.04,-0.57,19537.0,,,-2.7,0.8,0.57,Well-Calibrated,Growth
S00148,"Ironbay, NJ",NORTH,13,2497420.0,2.511298e+06,8.84,0.56,24059.0,,,1.2,0.1,0.56,Well-Calibrated,Maintain
S01308,"Granitefall, NJ",NORTH,13,4556603.0,4.58208e+06,6.96,0.56,28939.0,,,-0.8,1.5,0.56,Well-Calibrated,Defend
S01282,"Bearwatch, FL",SOUTH,13,5947923.0,5.9815e+06,5.9,0.56,37777.0,,,2.3,-0.5,0.56,Well-Calibrated,Maintain
S00045,"Greenbay, FL",SOUTH,13,30626000.0,3.0797068e+07,5.98,0.56,182401.0,,,-0.8,1.4,0.56,Well-Calibrated,Growth
S01567,"Goldcross, PA",NORTH,13,9612122.0,9.557915e+06,4.92,-0.56,55913.0,,,-0.8,-0.4,0.56,Well-Calibrated,Growth
S00704,"Stardale, NC",SOUTH,13,4379855.0,4.355422e+06,6.23,-0.56,28575.0,,,-2.4,0.8,0.56,Well-Calibrated,Growth
S01337,"Stonefall, LA",SOUTH,13,9565211.0,9.513032e+06,5.15,-0.55,46736.0,,,0.4,-1.1,0.55,Well-Calibrated,Neutral
S00201,"Frostdale, IN",NORTH,13,17375651.0,1.7280742e+07,7.17,-0.55,129300.0,,,-0.7,-0.4,0.55,Well-Calibrated,High Growth
S01157,"Redbrook, OH",NORTH,13,12579790.0,1.2510815e+07,8.1,-0.55,106511.0,,,-1.5,0.1,0.55,Well-Calibrated,Defend
S00053,"Stormhaven, NC",SOUTH,13,5233653.0,5.26225e+06,6.43,0.55,35879.0,,,2.5,-0.8,0.55,Well-Calibrated,High Growth
S00452,"Westdale, SC",SOUTH,13,3807861.0,3.787297e+06,6.59,-0.54,24089.0,,,-0.4,-0.7,0.54,Well-Calibrated,Maintain
S00363,"Greenkeep, MT",WEST,13,10689175.0,1.0631737e+07,5.1,-0.54,56996.0,,,-0.9,-0.3,0.54,Well-Calibrated,Neutral
S00922,"Eaglehold, NC",SOUTH,13,15982245.0,1.5896336e+07,6.35,-0.54,101837.0,,,-1.7,0.3,0.54,Well-Calibrated,High Growth
S00503,"Graystrand, GA",SOUTH,13,6938598.0,6.901666e+06,5.95,-0.53,37421.0,,,0.5,-1.2,0.53,Well-Calibrated,Neutral
S00966,"Northmark, FL",SOUTH,13,5355993.0,5.3842e+06,6.27,0.53,33070.0,,,0.7,0.4,0.53,Well-Calibrated,Maintain
S01160,"Winfield, IN",NORTH,13,6302376.0,6.335984e+06,6.89,0.53,43908.0,,,3.2,-1.3,0.53,Well-Calibrated,Maintain
S00611,"Vanwatch, WV",NORTH,13,5657418.0,5.687659e+06,3.66,0.53,22479.0,,,-1.3,2.0,0.53,Well-Calibrated,Defend
S01276,"Westford, GA",SOUTH,13,15545987.0,1.5464266e+07,5.38,-0.53,72530.0,,,1.5,-1.9,0.53,Well-Calibrated,Maintain
S01589,"Ironwatch, CO",WEST,13,12538891.0,1.2471972e+07,10.18,-0.53,121471.0,,,4.2,-3.6,0.53,Well-Calibrated,Neutral
S00675,"Suncrest, UT",WEST,13,8339897.0,8.384252e+06,6.32,0.53,46180.0,,,5.0,-2.5,0.53,Well-Calibrated,Neutral
S00255,"Pineplains, CA",WEST,13,4474888.0,4.450979e+06,8.53,-0.53,34702.0,,,1.5,-1.7,0.53,Well-Calibrated,Defend
S01427,"Lowhollow, AR",WEST,13,3215080.0,3.231822e+06,6.22,0.52,21080.0,,,2.6,-0.7,0.52,Well-Calibrated,Maintain
S00825,"Frostrock, CO",WEST,13,7980510.0,8.022031e+06,6.09,0.52,45262.0,,,2.2,-0.7,0.52,Well-Calibrated,Neutral
S01148,"Royalcamp, WA",WEST,13,14728576.0,1.4805271e+07,6.38,0.52,109076.0,,,-1.5,1.9,0.52,Well-Calibrated,Maintain
S00432,"Bluegrove, OK",WEST,13,8657718.0,8.702617e+06,5.3,0.52,45739.0,,,2.8,-1.0,0.52,Well-Calibrated,Maintain
S01118,"Redgate, WA",WEST,13,2956415.0,2.971504e+06,6.47,0.51,19504.0,,,0.9,0.3,0.51,Well-Calibrated,High Growth
S00405,"Stormridge, MI",NORTH,13,3047983.0,3.063556e+06,7.48,0.51,23222.0,,,-0.8,1.5,0.51,Well-Calibrated,Maintain
S00490,"Sagevalley, PA",NORTH,13,5729609.0,5.700708e+06,5.47,-0.5,30004.0,,,-3.8,1.9,0.5,Well-Calibrated,Maintain
S01444,"Riverplains, NV",WEST,13,2175323.0,2.18616e+06,7.73,0.5,18449.0,,,2.0,-0.3,0.5,Well-Calibrated,Neutral
S01549,"Foxplains, FL",SOUTH,13,32578312.0,3.2413912e+07,6.38,-0.5,198974.0,,,-1.7,0.2,0.5,Well-Calibrated,Growth
S00001,"Starmont, GA",SOUTH,13,20206605.0,2.0104754e+07,5.25,-0.5,104657.0,,,1.1,-1.6,0.5,Well-Calibrated,Growth
S00833,"Coppercamp, KY",SOUTH,13,16073366.0,1.5992742e+07,7.45,-0.5,124689.0,,,-1.7,0.3,0.5,Well-Calibrated,High Growth
S00270,"Shadowheights, MD",NORTH,13,3247587.0,3.263616e+06,4.78,0.49,16242.0,,,0.8,0.3,0.49,Well-Calibrated,Neutral
S00030,"Westcliff, TN",SOUTH,13,7515322.0,7.478687e+06,6.43,-0.49,43786.0,,,-2.7,1.1,0.49,Well-Calibrated,Neutral
S00115,"Sageplains, FL",SOUTH,13,2427561.0,2.439535e+06,7.06,0.49,18992.0,,,0.2,0.7,0.49,Well-Calibrated,Neutral
S00542,"Redridge, NC",SOUTH,13,6784954.0,6.751517e+06,6.26,-0.49,38922.0,,,1.4,-1.7,0.49,Well-Calibrated,Growth
S00635,"Cedarmere, CO",WEST,13,4723893.0,4.747154e+06,4.47,0.49,20238.0,,,2.7,-1.0,0.49,Well-Calibrated,Neutral
S00475,"Whitetown, OH",NORTH,13,9389400.0,9.435065e+06,7.16,0.49,63135.0,,,-0.8,1.5,0.49,Well-Calibrated,Defend
S00589,"Galwatch, AL",SOUTH,13,7638130.0,7.600512e+06,5.16,-0.49,39179.0,,,3.5,-2.9,0.49,Well-Calibrated,Maintain
S01137,"Ironbrook, CO",WEST,13,17270184.0,1.7186814e+07,7.81,-0.48,120390.0,,,4.0,-3.4,0.48,Well-Calibrated,High Growth
S00512,"Starmesa, OR",WEST,13,5268304.0,5.293588e+06,4.81,0.48,24770.0,,,0.7,0.4,0.48,Well-Calibrated,Growth
S00436,"Sagestrand, MI",NORTH,13,3996999.0,3.978162e+06,8.97,-0.47,34397.0,,,1.4,-1.7,0.47,Well-Calibrated,Defend
S00751,"Eastcliff, PA",NORTH,13,3314480.0,3.330071e+06,3.25,0.47,12966.0,,,-0.7,1.3,0.47,Well-Calibrated,Maintain
S00638,"Goldhold, MO",WEST,13,2245611.0,2.235052e+06,7.51,-0.47,14312.0,,,-0.7,-0.3,0.47,Well-Calibrated,Defend
S01207,"Pineford, PA",NORTH,13,6905608.0,6.87319e+06,5.85,-0.47,38707.0,,,1.2,-1.7,0.47,Well-Calibrated,Defend
S00296,"Greenview, VA",NORTH,13,13243076.0,1.3181943e+07,6.91,-0.46,89256.0,,,1.3,-1.7,0.46,Well-Calibrated,Neutral
S01294,"Lakekeep, NC",SOUTH,13,5257643.0,5.233712e+06,6.16,-0.46,31013.0,,,2.5,-2.4,0.46,Well-Calibrated,Growth
S00790,"Sagewood, GA",SOUTH,13,4958607.0,4.981304e+06,6.25,0.46,27972.0,,,0.8,0.3,0.46,Well-Calibrated,High Growth
S01413,"Suncliff, KY",SOUTH,13,10224596.0,1.0177594e+07,10.8,-0.46,97310.0,,,-7.3,5.1,0.46,Well-Calibrated,Neutral
S01397,"Galdale, NC",SOUTH,13,5714443.0,5.740927e+06,5.83,0.46,34167.0,,,-2.0,2.3,0.46,Well-Calibrated,Neutral
S00273,"Blueridge, SC",SOUTH,13,14677304.0,1.4611731e+07,5.83,-0.45,88589.0,,,0.3,-1.0,0.45,Well-Calibrated,Maintain
S01404,"Brightridge, TX",WEST,13,9651026.0,9.694919e+06,3.24,0.45,33529.0,,,1.1,0.0,0.45,Well-Calibrated,Neutral
S00234,"Wolfreach, TN",SOUTH,13,19457309.0,1.9545756e+07,5.04,0.45,93158.0,,,0.6,0.3,0.45,Well-Calibrated,Growth
S00802,"Westcross, OR",WEST,13,2547671.0,2.55904e+06,5.4,0.45,14342.0,,,-0.3,1.0,0.45,Well-Calibrated,High Growth
S00283,"Rivcrest, GA",SOUTH,13,3495204.0,3.510951e+06,7.17,0.45,21635.0,,,-1.0,1.5,0.45,Well-Calibrated,High Growth
S00546,"Blackmesa, OK",WEST,13,6734628.0,6.764374e+06,3.33,0.44,19835.0,,,2.1,-0.7,0.44,Well-Calibrated,Growth
S00035,"Greenharbor, FL",SOUTH,13,4811635.0,4.790401e+06,8.49,-0.44,38257.0,,,1.3,-1.6,0.44,Well-Calibrated,Neutral
S00352,"Northdale, NC",SOUTH,13,12911583.0,1.2854988e+07,5.74,-0.44,66080.0,,,-0.0,-0.7,0.44,Well-Calibrated,High Growth
S00136,"Ironheights, MO",WEST,13,12985386.0,1.2928835e+07,4.51,-0.44,54753.0,,,-2.4,0.9,0.44,Well-Calibrated,Neutral
S01553,"Crystaljunction, TN",SOUTH,13,3059930.0,3.073248e+06,3.84,0.44,11684.0,,,-0.1,0.8,0.44,Well-Calibrated,Maintain
S01040,"Rivheights, TN",SOUTH,13,2360696.0,2.371088e+06,6.74,0.44,13994.0,,,-3.8,3.7,0.44,Well-Calibrated,Growth
S00459,"Rivisle, GA",SOUTH,13,4647036.0,4.626696e+06,9.21,-0.44,41410.0,,,1.5,-1.7,0.44,Well-Calibrated,High Growth
S00688,"Wolfrock, MS",SOUTH,13,7213704.0,7.182558e+06,6.69,-0.43,42212.0,,,-1.4,0.2,0.43,Well-Calibrated,Maintain
S01361,"Highplains, RI",NORTH,13,6441194.0,6.469031e+06,6.25,0.43,43273.0,,,-0.5,1.1,0.43,Well-Calibrated,Defend
S01672,"Blackrun, GA",SOUTH,13,5787065.0,5.762119e+06,5.94,-0.43,37586.0,,,0.7,-1.2,0.43,Well-Calibrated,High Growth
S01243,"Whitecliff, TX",SOUTH,13,25169175.0,2.506164e+07,7.17,-0.43,155002.0,,,2.2,-2.0,0.43,Well-Calibrated,Growth
S01226,"Stonefield, PA",NORTH,13,5087830.0,5.109875e+06,5.57,0.43,26797.0,,,3.5,-1.6,0.43,Well-Calibrated,Defend
S00781,"Brightford, SC",SOUTH,13,14581917.0,1.4644554e+07,4.05,0.43,63839.0,,,2.2,-0.8,0.43,Well-Calibrated,Neutral
S00893,"Highstrand, NC",SOUTH,13,13328983.0,1.3272564e+07,9.41,-0.42,117704.0,,,-1.3,0.2,0.42,Well-Calibrated,High Growth
S00731,"Crystalview, TN",SOUTH,13,7950526.0,7.916948e+06,7.04,-0.42,54718.0,,,-4.2,2.3,0.42,Well-Calibrated,Maintain
